$ /home/sdinh/sandbox/OptiUNO/external/uno/bin/uno_ampl /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs081.nl constraint_relaxation_strategy=feasibility_restoration inequality_handling_method=inequality_constrained hessian_model=exact inertia_correction_strategy=primal globalization_mechanism=TR globalization_strategy=fletcher_filter_method time_limit=20.0

Automatically picked the filtersqp preset
Original model /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs081.nl
5 variables, 3 constraints (3 equality, 0 inequality)
Problem type: NLP

Non-default options:
QP_solver = BQPD
linear_solver = MUMPS
libhsl_path = 

──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  Iterations
 Major  Minor  Penalty   Radius    Phase Regulariz Regulariz ||Step||  Objective  Infeas    Statio    Compl     Status        
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
 0      -      -         1.00e+01  OPT   -         -         -         -4.997e-01 6.00e+00  1.70e+01  0.00e+00  initial point 
 1      1      -         1.00e+01  OPT   4.19e+02  -         3.09e-01  7.521e-03  6.98e-01  1.92e+02  0.00e+00  ✔ (h-type)    
 2      1      -         1.00e+01  OPT   2.10e+02  -         3.53e-02  5.492e-02  1.36e-02  1.64e+01  0.00e+00  ✔ (h-type)    
 3      1      -         1.00e+01  OPT   2.10e+02  -         6.66e-04  5.526e-02  4.96e-06  2.46e-01  0.00e+00  ✔ (h-type)    
 4      1      -         1.00e+01  OPT   2.10e+02  -         7.93e-05  5.526e-02  1.60e-08  2.11e-02  0.00e+00  ✔ (f-type)    
 5      1      -         1.00e+01  OPT   2.10e+02  -         7.92e-05  5.526e-02  1.59e-08  2.11e-02  0.00e+00  ✔ (f-type)    
 6      1      -         1.00e+01  OPT   2.10e+02  -         7.92e-05  5.526e-02  1.59e-08  2.11e-02  0.00e+00  ✔ (f-type)    
 7      1      -         1.00e+01  OPT   2.10e+02  -         7.91e-05  5.526e-02  1.58e-08  2.10e-02  0.00e+00  ✔ (f-type)    
 8      1      -         1.00e+01  OPT   2.10e+02  -         7.90e-05  5.525e-02  1.58e-08  2.10e-02  0.00e+00  ✔ (f-type)    
 9      1      -         1.00e+01  OPT   2.10e+02  -         7.90e-05  5.525e-02  1.58e-08  2.10e-02  0.00e+00  ✔ (f-type)    
 10     1      -         1.00e+01  OPT   2.10e+02  -         7.89e-05  5.525e-02  1.58e-08  2.10e-02  0.00e+00  ✔ (f-type)    
 11     1      -         1.00e+01  OPT   2.10e+02  -         7.88e-05  5.525e-02  1.57e-08  2.10e-02  0.00e+00  ✔ (f-type)    
 12     1      -         1.00e+01  OPT   2.10e+02  -         7.88e-05  5.524e-02  1.57e-08  2.10e-02  0.00e+00  ✔ (f-type)    
 13     1      -         1.00e+01  OPT   2.10e+02  -         7.87e-05  5.524e-02  1.57e-08  2.09e-02  0.00e+00  ✔ (f-type)    
 14     1      -         1.00e+01  OPT   2.10e+02  -         7.86e-05  5.524e-02  1.56e-08  2.09e-02  0.00e+00  ✔ (f-type)    
 15     1      -         1.00e+01  OPT   2.10e+02  -         7.86e-05  5.524e-02  1.56e-08  2.09e-02  0.00e+00  ✔ (f-type)    
 16     1      -         1.00e+01  OPT   2.10e+02  -         7.85e-05  5.524e-02  1.56e-08  2.09e-02  0.00e+00  ✔ (f-type)    
 17     1      -         1.00e+01  OPT   2.10e+02  -         7.84e-05  5.523e-02  1.56e-08  2.09e-02  0.00e+00  ✔ (f-type)    
 18     1      -         1.00e+01  OPT   2.10e+02  -         7.84e-05  5.523e-02  1.55e-08  2.09e-02  0.00e+00  ✔ (f-type)    
 19     1      -         1.00e+01  OPT   2.10e+02  -         7.83e-05  5.523e-02  1.55e-08  2.08e-02  0.00e+00  ✔ (f-type)    
 20     1      -         1.00e+01  OPT   2.10e+02  -         7.82e-05  5.523e-02  1.55e-08  2.08e-02  0.00e+00  ✔ (f-type)    
 21     1      -         1.00e+01  OPT   2.10e+02  -         7.82e-05  5.523e-02  1.55e-08  2.08e-02  0.00e+00  ✔ (f-type)    
 22     1      -         1.00e+01  OPT   2.10e+02  -         7.81e-05  5.522e-02  1.54e-08  2.08e-02  0.00e+00  ✔ (f-type)    
 23     1      -         1.00e+01  OPT   2.10e+02  -         7.80e-05  5.522e-02  1.54e-08  2.08e-02  0.00e+00  ✔ (f-type)    
 24     1      -         1.00e+01  OPT   2.10e+02  -         7.80e-05  5.522e-02  1.54e-08  2.08e-02  0.00e+00  ✔ (f-type)    
 25     1      -         1.00e+01  OPT   2.10e+02  -         7.79e-05  5.522e-02  1.54e-08  2.07e-02  0.00e+00  ✔ (f-type)    
 26     1      -         1.00e+01  OPT   2.10e+02  -         7.78e-05  5.522e-02  1.53e-08  2.07e-02  0.00e+00  ✔ (f-type)    
 27     1      -         1.00e+01  OPT   2.10e+02  -         7.78e-05  5.521e-02  1.53e-08  2.07e-02  0.00e+00  ✔ (f-type)    
 28     1      -         1.00e+01  OPT   2.10e+02  -         7.77e-05  5.521e-02  1.53e-08  2.07e-02  0.00e+00  ✔ (f-type)    
 29     1      -         1.00e+01  OPT   2.10e+02  -         7.76e-05  5.521e-02  1.53e-08  2.07e-02  0.00e+00  ✔ (f-type)    
 30     1      -         1.00e+01  OPT   2.10e+02  -         7.76e-05  5.521e-02  1.52e-08  2.07e-02  0.00e+00  ✔ (f-type)    
 31     1      -         1.00e+01  OPT   2.10e+02  -         7.75e-05  5.521e-02  1.52e-08  2.06e-02  0.00e+00  ✔ (f-type)    
